Entity,Code,Year,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders
Estonia,EST,2002,806.38617,180.83998,113.08968,30.480206,325.65988
Estonia,EST,2003,788.1632,181.77884,113.126236,31.242868,325.59827
Estonia,EST,2004,769.2606,182.53134,113.2467,31.953745,325.60516
Estonia,EST,2005,752.6864,182.78828,113.18204,32.55894,325.6707
Estonia,EST,2006,737.3934,183.11867,113.13474,33.088665,325.9009
Estonia,EST,2007,721.0514,183.35556,113.28656,33.581043,326.14413
Estonia,EST,2008,704.6153,183.70955,113.199684,34.054276,326.71222
Estonia,EST,2009,689.81,184.07457,113.34275,34.45492,326.9766
Estonia,EST,2010,678.59784,184.69714,113.318695,34.85678,327.05722
Estonia,EST,2011,668.84985,184.65349,113.39478,35.34967,326.64755
Estonia,EST,2012,658.8472,185.31537,113.40954,35.532814,326.46997
Estonia,EST,2013,650.29175,185.90977,113.367004,35.916924,326.21432
Estonia,EST,2014,642.6504,185.77881,113.37562,36.279118,326.02478
Estonia,EST,2015,638.6465,186.10284,113.25521,36.485607,325.51703
Estonia,EST,2016,637.2629,186.11996,113.278534,36.73277,324.3328
Estonia,EST,2017,636.4695,186.34729,113.24952,36.959476,323.30276
Estonia,EST,2018,637.3988,186.36314,113.2363,37.297222,323.0938
Estonia,EST,2019,639.97504,186.60797,113.21128,37.601204,323.84485
Eswatini,SWZ,1990,706.8799,134.77203,114.9974,27.876509,333.16467
Eswatini,SWZ,1991,708.7268,135.10222,115.13903,28.251837,332.90137
Eswatini,SWZ,1992,710.9904,135.5968,114.92508,28.573093,333.07846
Eswatini,SWZ,1993,712.6172,135.84637,114.81817,28.792953,333.09058
Eswatini,SWZ,1994,713.82495,135.96623,114.55506,29.00824,332.46667
Eswatini,SWZ,1995,714.5471,135.77065,114.39687,29.080421,332.56104
Eswatini,SWZ,1996,716.32794,135.60963,114.24455,29.127943,332.51822
Eswatini,SWZ,1997,719.7845,135.30508,114.05433,29.207426,331.86725
Eswatini,SWZ,1998,724.46454,134.98714,113.88035,29.281076,331.85522
Eswatini,SWZ,1999,728.78796,134.9759,113.67729,29.260912,332.0185
Eswatini,SWZ,2000,731.50525,134.77748,113.45257,29.298447,331.67273
Eswatini,SWZ,2001,734.0627,134.27101,113.30869,29.347128,331.21588
Eswatini,SWZ,2002,737.9947,134.19469,113.142586,29.353262,330.93124
Eswatini,SWZ,2003,741.43097,133.68555,112.97433,29.414474,330.28625
Eswatini,SWZ,2004,744.91486,133.18282,112.88449,29.41278,329.75806
Eswatini,SWZ,2005,747.12396,133.02461,112.80766,29.497284,329.3713
Eswatini,SWZ,2006,748.98083,132.9762,112.70016,29.57574,329.00934
Eswatini,SWZ,2007,750.6933,133.08331,112.55881,29.774336,328.22018
Eswatini,SWZ,2008,752.36505,133.03067,112.6882,29.986809,327.93805
Eswatini,SWZ,2009,753.9945,133.6981,112.78975,30.16346,327.65707
Eswatini,SWZ,2010,755.3374,133.76999,112.66467,30.423727,327.38843
Eswatini,SWZ,2011,756.0114,133.88141,112.81485,30.576813,327.60165
Eswatini,SWZ,2012,755.103,133.704,112.84918,30.755865,328.24704
Eswatini,SWZ,2013,754.61816,134.07396,112.855446,31.03033,329.39227
Eswatini,SWZ,2014,753.96936,134.38838,112.934875,31.183283,329.90024
Eswatini,SWZ,2015,754.1977,134.53561,112.98869,31.449713,330.52722
Eswatini,SWZ,2016,755.1654,134.82585,113.09267,31.664284,331.39703
Eswatini,SWZ,2017,756.1478,135.32628,113.09278,31.69659,331.99887
Eswatini,SWZ,2018,754.926,135.36833,113.07072,31.664577,330.7711
Eswatini,SWZ,2019,752.9645,135.50989,113.30096,31.691189,328.2068
Ethiopia,ETH,1990,889.56287,131.44203,131.40596,14.33482,344.534
Ethiopia,ETH,1991,883.9146,131.10759,131.33374,14.129216,342.89084
Ethiopia,ETH,1992,879.54535,130.96753,131.26181,13.950861,341.37143
Ethiopia,ETH,1993,876.02466,130.70834,131.24117,13.784859,340.25372
Ethiopia,ETH,1994,872.9068,130.64749,131.28943,13.644849,339.4226
Ethiopia,ETH,1995,870.4731,130.6377,131.22958,13.536385,338.8886
Ethiopia,ETH,1996,870.1028,130.65836,131.26494,13.446831,338.73956
Ethiopia,ETH,1997,872.5822,130.53708,131.3538,13.348315,339.0241
Ethiopia,ETH,1998,875.6826,130.5112,131.40659,13.251912,339.23578
Ethiopia,ETH,1999,877.21484,130.56744,131.44054,13.183211,339.4645
Ethiopia,ETH,2000,875.4436,130.5644,131.48918,13.159034,339.45822
Ethiopia,ETH,2001,871.6802,130.67754,131.46262,13.146686,337.16455
Ethiopia,ETH,2002,867.5089,131.01471,131.55785,13.191821,332.1162
Ethiopia,ETH,2003,863.0698,131.25972,131.64914,13.267282,326.26257
Ethiopia,ETH,2004,858.8815,131.58205,131.71455,13.332979,321.33496
Ethiopia,ETH,2005,854.61536,131.89087,131.80063,13.406959,319.09665
Ethiopia,ETH,2006,849.75104,132.13385,131.90186,13.535124,319.0356
Ethiopia,ETH,2007,843.5855,132.3155,131.98279,13.769136,318.91052
Ethiopia,ETH,2008,836.7027,132.72491,132.00879,14.025163,318.78638
Ethiopia,ETH,2009,830.49457,132.93253,132.17769,14.294607,318.94827
Ethiopia,ETH,2010,825.29395,133.19316,132.28758,14.584096,319.31644
Ethiopia,ETH,2011,819.7837,133.67438,132.37158,14.906015,320.3352
Ethiopia,ETH,2012,812.83374,133.94452,132.27733,15.339482,321.9457
Ethiopia,ETH,2013,805.9393,134.48987,132.4629,15.801646,323.92834
Ethiopia,ETH,2014,801.08636,134.98901,132.48843,16.256128,326.0344
Ethiopia,ETH,2015,799.44305,135.241,132.53468,16.725573,327.56616
Ethiopia,ETH,2016,801.5065,135.59358,132.51884,17.286392,329.38983
Ethiopia,ETH,2017,803.9435,135.93752,132.497,17.786304,330.74487
Ethiopia,ETH,2018,805.8547,136.34134,132.58557,18.150318,331.17145
Ethiopia,ETH,2019,808.7015,136.74411,132.55504,18.469007,331.143
Europe & Central Asia (WB),,1990,632.588,176.3283,153.23323,55.911312,407.43063
Europe & Central Asia (WB),,1991,630.40576,176.14124,153.20042,55.871883,406.84006
Europe & Central Asia (WB),,1992,628.4714,175.99524,153.15671,55.83406,406.1821
Europe & Central Asia (WB),,1993,626.741,175.89024,153.15108,55.77895,405.5193
Europe & Central Asia (WB),,1994,625.38635,175.78023,153.14233,55.681652,404.80695
Europe & Central Asia (WB),,1995,624.4988,175.69359,153.1624,55.565426,404.1557
Europe & Central Asia (WB),,1996,624.3149,175.64453,153.18985,55.47457,403.48785
Europe & Central Asia (WB),,1997,625.1066,175.452,153.175,55.430588,402.7397
Europe & Central Asia (WB),,1998,626.0503,175.34012,153.13567,55.415684,402.23596
Europe & Central Asia (WB),,1999,626.6615,175.22928,153.10359,55.504887,401.7939
Europe & Central Asia (WB),,2000,626.4638,175.18591,153.17365,55.661125,401.6432
Europe & Central Asia (WB),,2001,624.92413,175.22658,153.30333,55.97292,401.8565
Europe & Central Asia (WB),,2002,622.3427,175.35686,153.4542,56.456135,402.27676
Europe & Central Asia (WB),,2003,619.19147,175.41359,153.74101,56.991543,402.9038
Europe & Central Asia (WB),,2004,615.96674,175.56528,153.93935,57.553383,403.75967
Europe & Central Asia (WB),,2005,613.3491,175.64833,154.14198,58.043198,404.64288
Europe & Central Asia (WB),,2006,611.3289,175.80663,154.32558,58.593376,406.22583
Europe & Central Asia (WB),,2007,609.6552,176.01016,154.45964,59.239002,408.90356
Europe & Central Asia (WB),,2008,608.50476,176.2178,154.60748,59.944553,411.88623
Europe & Central Asia (WB),,2009,607.7096,176.39482,154.814,60.600388,414.43768
Europe & Central Asia (WB),,2010,607.2101,176.53458,155.03595,61.15555,415.95825
Europe & Central Asia (WB),,2011,607.01086,176.74335,155.16252,61.640377,416.84036
Europe & Central Asia (WB),,2012,606.63824,177.05536,155.33333,62.082283,417.90567
Europe & Central Asia (WB),,2013,606.226,177.34134,155.52582,62.531513,418.9204
Europe & Central Asia (WB),,2014,605.9342,177.63016,155.62775,62.952007,419.7703
Europe & Central Asia (WB),,2015,605.9079,177.76901,155.80043,63.394367,420.05023
Europe & Central Asia (WB),,2016,604.9847,177.8163,155.86963,64.05102,419.31223
Europe & Central Asia (WB),,2017,603.68384,177.85754,155.93283,64.60263,418.4208
Europe & Central Asia (WB),,2018,603.61145,177.36119,155.96092,64.94002,417.47836
Europe & Central Asia (WB),,2019,604.4892,176.41718,155.997,65.2077,416.01544
European Region (WHO),,1990,632.8986,176.43573,153.5706,55.88467,407.09814
European Region (WHO),,1991,630.8523,176.24464,153.551,55.848618,406.5155
European Region (WHO),,1992,629.05365,176.09438,153.51709,55.815872,405.86093
European Region (WHO),,1993,627.4437,175.98714,153.52087,55.765717,405.20114
European Region (WHO),,1994,626.1909,175.8772,153.52428,55.67452,404.49042
European Region (WHO),,1995,625.3688,175.79164,153.55453,55.564255,403.8399
European Region (WHO),,1996,625.2256,175.74782,153.59123,55.478195,403.13406
European Region (WHO),,1997,626.0286,175.56403,153.58444,55.436428,402.29602
European Region (WHO),,1998,626.9721,175.46399,153.54947,55.422295,401.67902
European Region (WHO),,1999,627.6271,175.36195,153.5343,55.521603,401.15192
European Region (WHO),,2000,627.47394,175.32208,153.61661,55.688236,400.96274
European Region (WHO),,2001,625.94806,175.36588,153.75432,56.00575,401.1574
European Region (WHO),,2002,623.3616,175.49649,153.91008,56.49845,401.55576
European Region (WHO),,2003,620.21747,175.55417,154.20264,57.044685,402.16583
European Region (WHO),,2004,617.0024,175.70491,154.4073,57.61629,402.99963
European Region (WHO),,2005,614.4,175.7894,154.61594,58.110874,403.86395
European Region (WHO),,2006,612.3966,175.94836,154.80692,58.660637,405.4698
European Region (WHO),,2007,610.7314,176.15111,154.95102,59.304825,408.2313
European Region (WHO),,2008,609.5778,176.3598,155.10768,60.00724,411.32285
European Region (WHO),,2009,608.7735,176.53972,155.32137,60.6613,413.9622
European Region (WHO),,2010,608.2617,176.67908,155.55292,61.21566,415.51486
European Region (WHO),,2011,608.0096,176.89006,155.69101,61.701797,416.3777
European Region (WHO),,2012,607.52637,177.20013,155.87326,62.147163,417.41833
European Region (WHO),,2013,606.9933,177.48619,156.07744,62.602627,418.40137
European Region (WHO),,2014,606.593,177.77246,156.19354,63.0294,419.2233
European Region (WHO),,2015,606.52136,177.91121,156.3776,63.476578,419.4825
European Region (WHO),,2016,605.6044,177.95377,156.4575,64.13759,418.72208
European Region (WHO),,2017,604.3271,177.98917,156.53288,64.693985,417.8165
European Region (WHO),,2018,604.2985,177.4944,156.5749,65.03723,416.87418
European Region (WHO),,2019,605.2331,176.55606,156.62009,65.312454,415.4222
Fiji,FJI,1990,447.7043,185.6005,58.995544,19.834946,374.38174
Fiji,FJI,1991,448.10748,185.96059,58.96937,19.981157,374.8232
Fiji,FJI,1992,448.51248,186.30219,58.960625,20.040232,375.44742
Fiji,FJI,1993,448.92676,186.44308,59.118828,20.107145,375.96106
Fiji,FJI,1994,449.24216,186.57785,59.009216,20.194067,376.08426
Fiji,FJI,1995,449.40915,186.69412,58.92359,20.161644,376.20242
Fiji,FJI,1996,449.78583,186.54425,58.865253,20.195168,376.14764
Fiji,FJI,1997,450.2668,186.07805,58.831203,20.275393,376.04105
Fiji,FJI,1998,450.73856,185.57607,58.872322,20.279884,376.31998
Fiji,FJI,1999,451.05795,185.3002,58.794853,20.359001,376.19324
Fiji,FJI,2000,450.96585,185.11458,58.71009,20.403202,375.93936
Fiji,FJI,2001,450.85144,185.24507,58.737003,20.420639,375.7828
Fiji,FJI,2002,450.70108,185.7339,58.752323,20.565872,375.46365
Fiji,FJI,2003,450.454,186.53485,58.819332,20.641138,375.20993
Fiji,FJI,2004,450.221,187.00864,58.71067,20.678482,374.58362
Fiji,FJI,2005,449.9658,187.0609,58.731003,20.769207,374.6063
Fiji,FJI,2006,449.39948,187.44585,58.810535,20.824762,375.2446
Fiji,FJI,2007,448.65582,187.47345,58.784122,20.898365,375.94214
Fiji,FJI,2008,447.48715,187.81764,58.79458,20.94802,377.2382
Fiji,FJI,2009,446.78384,187.9787,58.85172,20.963175,378.17572
Fiji,FJI,2010,446.19928,187.6889,58.80164,21.081121,378.60178
Fiji,FJI,2011,445.95477,187.68361,58.854584,21.06031,379.54834
Fiji,FJI,2012,445.35757,187.72595,58.89756,21.231787,380.8009
Fiji,FJI,2013,445.33377,187.51883,58.887306,21.404945,381.86523
Fiji,FJI,2014,445.20874,187.55927,58.86515,21.587017,382.33218
Fiji,FJI,2015,445.0671,187.34305,58.75747,21.760277,383.15314
Fiji,FJI,2016,445.1086,187.40771,58.82398,21.997828,382.7479
Fiji,FJI,2017,444.6696,187.42839,58.71061,22.261816,381.91162
Fiji,FJI,2018,446.1995,187.15813,58.859074,22.416336,382.32434
Fiji,FJI,2019,448.39,186.46461,58.63805,22.640697,383.6016
Finland,FIN,1990,892.30396,167.72748,194.46649,92.03882,410.38095
Finland,FIN,1991,879.3861,167.53094,194.3095,92.009346,397.28165
Finland,FIN,1992,869.3975,167.26642,194.50778,91.90733,384.8344
Finland,FIN,1993,862.59064,167.36674,194.42361,91.99049,374.1182
Finland,FIN,1994,858.1361,167.35942,194.48633,92.20079,365.90744
Finland,FIN,1995,856.298,167.28006,194.38052,92.31997,360.61188
Finland,FIN,1996,859.5633,167.37292,194.27895,92.88844,356.88382
Finland,FIN,1997,870.1131,167.12257,194.32733,93.51218,352.78363
Finland,FIN,1998,882.0669,167.30046,194.35924,94.537254,348.99658
Finland,FIN,1999,891.97943,167.28578,194.22215,95.69854,346.1792
Finland,FIN,2000,895.06104,167.2984,194.02269,96.88195,344.80527
Finland,FIN,2001,884.3879,167.40773,193.547,98.16115,344.9163
Finland,FIN,2002,861.8403,167.05305,192.78603,99.55175,345.5934
Finland,FIN,2003,834.938,167.05235,191.92516,101.32675,346.14114
Finland,FIN,2004,811.6542,166.63983,191.20708,102.53829,347.19257
Finland,FIN,2005,799.4209,166.90901,190.95378,103.100494,348.00797
Finland,FIN,2006,797.69824,167.05826,190.8137,103.06769,351.94662
Finland,FIN,2007,799.2604,166.97705,190.98587,102.44888,359.6918
Finland,FIN,2008,802.7395,167.14127,190.68938,101.43035,368.98868
Finland,FIN,2009,804.8098,167.35803,190.91571,101.04142,376.93085
Finland,FIN,2010,803.25543,167.44319,191.17213,100.74395,380.7624
Finland,FIN,2011,791.6717,167.61931,191.03238,100.72498,382.1696
Finland,FIN,2012,769.7016,168.00166,191.08081,100.83497,383.1659
Finland,FIN,2013,744.45233,168.12643,190.96991,101.00114,384.1862
Finland,FIN,2014,723.18024,168.29715,191.06766,101.38118,384.692
Finland,FIN,2015,713.29865,168.18791,191.18875,101.36242,384.92816
Finland,FIN,2016,707.6125,168.12,191.10345,101.26396,384.11328
Finland,FIN,2017,703.301,168.2436,191.08331,101.57972,382.55002
Finland,FIN,2018,709.6813,167.94919,191.10205,101.79599,382.5684
Finland,FIN,2019,722.902,167.9568,191.22415,102.465935,382.44467
France,FRA,1990,798.69507,172.03532,194.01494,88.9383,598.7178
France,FRA,1991,779.7711,171.94974,194.08609,89.630974,594.2098
France,FRA,1992,763.4776,171.65137,194.12726,90.242,590.2457
France,FRA,1993,750.9764,171.84288,194.33234,90.82183,587.4081
France,FRA,1994,742.6023,171.88824,194.27235,91.25649,585.4963
France,FRA,1995,739.3141,171.99141,194.31589,91.583954,584.4856
France,FRA,1996,740.7299,172.03604,194.4583,91.56638,587.596
France,FRA,1997,745.87384,171.79443,194.54028,91.37721,595.2203
France,FRA,1998,752.46497,171.75023,194.43349,91.11713,605.19586
France,FRA,1999,757.8666,171.58551,194.28401,90.97932,613.8895
France,FRA,2000,760.32166,171.32878,194.5304,90.90708,618.3111
France,FRA,2001,755.6617,171.45967,194.51318,91.29615,621.146
France,FRA,2002,743.17596,171.59981,194.3426,92.250626,624.8919
France,FRA,2003,726.69073,171.7344,194.5999,93.14691,629.52563
France,FRA,2004,712.3897,171.8161,194.65637,94.01221,633.71533
France,FRA,2005,704.007,171.46457,194.55627,94.67782,635.7692
France,FRA,2006,703.6778,171.59656,194.52489,95.1345,632.3126
France,FRA,2007,708.76733,171.41704,194.68504,95.790245,623.35693
France,FRA,2008,716.04376,171.44913,194.61705,96.268074,613.0895
France,FRA,2009,721.96094,171.29684,194.70201,96.735535,604.0088
France,FRA,2010,723.35425,171.29362,194.74353,97.17694,599.52734
France,FRA,2011,717.4086,171.20557,194.89346,97.74737,599.5796
France,FRA,2012,704.58185,171.3023,194.89346,98.11466,600.10333
France,FRA,2013,689.8938,171.13593,194.93341,98.67924,600.66864
France,FRA,2014,677.83887,171.21484,194.84654,99.09602,601.047
France,FRA,2015,672.0506,171.50238,194.89185,99.59071,601.1202
France,FRA,2016,671.9265,171.67181,194.69046,99.96764,601.312
France,FRA,2017,672.86176,171.92535,194.76837,100.04686,601.5502
France,FRA,2018,672.8736,171.78888,194.78789,100.308174,601.292
France,FRA,2019,673.52576,171.66977,194.77293,100.47292,600.69684
G20,,1990,557.47,192.06975,99.64542,34.58605,358.84686
G20,,1991,567.4971,192.2914,99.47688,34.765976,358.20056
G20,,1992,576.0995,192.4572,99.354004,34.93511,357.54886
G20,,1993,582.8675,192.5807,99.2411,35.059845,356.87933
G20,,1994,587.50073,192.68335,99.119774,35.14096,356.1634
G20,,1995,589.5795,192.69366,99.00048,35.16001,355.43115
G20,,1996,589.2872,192.62856,98.862335,35.16975,356.00104
G20,,1997,587.4526,192.50241,98.70836,35.183647,358.4828
G20,,1998,584.9203,192.40712,98.53785,35.198875,361.71252
G20,,1999,582.5447,192.31256,98.360245,35.250103,364.49857
G20,,2000,581.1963,192.26021,98.18086,35.306335,365.76752
G20,,2001,581.39307,192.27225,98.06238,35.45064,364.89883
G20,,2002,582.4563,192.41142,98.0027,35.673615,362.61008
G20,,2003,583.8225,192.53786,97.9942,35.939526,359.62613
G20,,2004,584.8606,192.67757,97.95575,36.219,356.8961
G20,,2005,584.73114,192.73709,97.88465,36.49111,355.15854
G20,,2006,579.21173,192.86194,97.78635,36.777843,355.19952
G20,,2007,567.17474,193.08383,97.69269,37.147373,356.6514
G20,,2008,552.92816,193.31573,97.59914,37.551052,358.6407
G20,,2009,540.8902,193.46774,97.54467,37.955097,360.2472
G20,,2010,535.53784,193.51674,97.51138,38.336918,360.55038
G20,,2011,535.44415,193.5181,97.489136,38.650894,358.85568
G20,,2012,535.8861,193.4572,97.46154,38.92146,355.73257
G20,,2013,536.65247,193.39081,97.46247,39.18935,352.2711
G20,,2014,537.53094,193.32999,97.471855,39.507496,349.5041
G20,,2015,538.21277,193.23328,97.47152,39.904743,348.4583
G20,,2016,538.2744,193.79031,97.466705,40.561565,350.14444
G20,,2017,538.2926,194.33159,97.456795,41.134254,351.88974
G20,,2018,538.24646,193.92705,97.45295,41.454987,351.74026
G20,,2019,537.69495,193.1667,97.47197,41.67404,350.642
Gabon,GAB,1990,1045.6678,145.91219,120.406494,37.76189,371.57272
Gabon,GAB,1991,1044.2849,146.0764,120.38474,37.8477,371.7357
Gabon,GAB,1992,1043.685,146.20972,120.085236,37.89135,371.6036
Gabon,GAB,1993,1042.616,146.0126,120.284294,37.888325,371.952
Gabon,GAB,1994,1042.4727,145.90298,120.16492,37.922016,371.98633
Gabon,GAB,1995,1042.0752,145.82745,120.187,37.88973,372.03046
Gabon,GAB,1996,1043.2338,145.8384,120.210434,37.829212,372.09915
Gabon,GAB,1997,1045.2465,145.38684,120.13936,37.82212,372.0078
Gabon,GAB,1998,1047.6682,145.0667,120.13512,37.68243,372.1771
Gabon,GAB,1999,1049.7067,144.69672,120.142944,37.691593,372.2445
Gabon,GAB,2000,1050.1809,144.55331,119.9395,37.60839,372.37683
Gabon,GAB,2001,1049.709,144.55673,120.003006,37.52329,372.24078
Gabon,GAB,2002,1048.052,144.759,120.01507,37.460648,372.77878
Gabon,GAB,2003,1044.8024,144.87827,120.11341,37.47744,372.80164
Gabon,GAB,2004,1042.432,144.80478,120.08389,37.37401,373.2945
Gabon,GAB,2005,1039.3262,144.83678,120.0975,37.325474,373.15192
Gabon,GAB,2006,1035.2529,144.95119,120.26426,37.24852,373.51123
Gabon,GAB,2007,1027.4889,144.88777,120.37842,37.20074,373.39896
Gabon,GAB,2008,1019.1993,144.7937,120.181755,37.11583,373.1026
Gabon,GAB,2009,1012.1196,144.76242,120.33056,37.031178,373.00964
Gabon,GAB,2010,1008.57385,144.84618,120.42065,37.029434,372.8074
Gabon,GAB,2011,1007.2125,144.66548,120.21393,37.014816,373.4366
Gabon,GAB,2012,1005.287,144.51859,120.271675,37.266144,374.1302
Gabon,GAB,2013,1004.55927,144.78828,120.427734,37.658756,374.86234
Gabon,GAB,2014,1003.8864,144.75456,120.35498,37.805485,375.72675
Gabon,GAB,2015,1003.44684,144.94574,120.540245,38.036667,376.51892
Gabon,GAB,2016,1002.82336,145.03235,120.3409,38.223724,378.2923
Gabon,GAB,2017,1002.1746,145.05342,120.451416,38.27578,379.66333
Gabon,GAB,2018,1002.28516,145.38669,120.23322,38.44602,379.63715
Gabon,GAB,2019,1001.9402,145.70482,120.37192,38.64514,378.28967
Gambia,GMB,1990,1002.3711,135.72963,118.17071,19.67172,311.7904
Gambia,GMB,1991,1011.8002,136.06783,118.2465,19.654022,311.803
Gambia,GMB,1992,1021.3147,136.25256,118.18352,19.597832,311.5699
Gambia,GMB,1993,1029.1908,136.3163,118.15292,19.468557,311.51303
Gambia,GMB,1994,1035.3759,136.48015,118.11693,19.446222,311.37592
Gambia,GMB,1995,1038.0643,136.1662,118.11701,19.387228,311.12598
Gambia,GMB,1996,1040.1143,136.24536,118.09511,19.31909,311.27887
Gambia,GMB,1997,1041.8461,135.97522,118.06532,19.203758,310.74738
Gambia,GMB,1998,1043.0745,135.99944,117.98702,19.101753,310.95346
Gambia,GMB,1999,1044.6156,135.57487,117.9386,19.04467,310.99875
Gambia,GMB,2000,1046.4629,135.47139,117.95667,18.995575,310.8537
Gambia,GMB,2001,1048.2975,135.361,117.95567,19.041807,310.76764
Gambia,GMB,2002,1048.9275,135.47672,117.94338,19.106098,310.73648
Gambia,GMB,2003,1049.5402,135.53601,117.99174,19.187613,311.02792
Gambia,GMB,2004,1048.2091,135.69972,118.00223,19.356081,310.98083
Gambia,GMB,2005,1046.1135,135.62833,118.06206,19.386467,311.04556
Gambia,GMB,2006,1039.1528,135.51448,117.993866,19.400486,311.14786
Gambia,GMB,2007,1026.735,135.43274,118.032265,19.372036,311.29718
Gambia,GMB,2008,1012.239,135.25243,118.07118,19.37225,311.20673
Gambia,GMB,2009,1000.4505,135.27898,118.1781,19.364061,311.35977
Gambia,GMB,2010,993.63885,135.00084,117.9337,19.433731,311.4535
Gambia,GMB,2011,991.76117,134.9556,117.80971,19.38307,311.88663
Gambia,GMB,2012,990.7745,135.06195,117.92503,19.499659,312.45917
Gambia,GMB,2013,989.92053,135.05908,117.89528,19.519344,313.13196
Gambia,GMB,2014,989.41785,135.03229,117.95041,19.589106,313.99155
Gambia,GMB,2015,989.4288,134.92418,118.04642,19.629951,314.72424
Gambia,GMB,2016,989.4625,135.11166,117.920204,19.720995,315.0844
Gambia,GMB,2017,989.0958,135.20052,117.9275,19.787354,316.01834
Gambia,GMB,2018,990.90436,135.43454,118.111916,19.875185,316.16946
Gambia,GMB,2019,994.1932,135.81279,118.07408,19.852236,316.72253
Georgia,GEO,1990,559.1785,180.14267,114.263245,28.00291,243.15082
Georgia,GEO,1991,556.81085,179.0518,114.14281,26.861736,243.03085
Georgia,GEO,1992,554.8472,178.60881,114.28391,25.796923,242.98013
Georgia,GEO,1993,553.27344,177.9219,114.38314,24.84341,242.78055
Georgia,GEO,1994,551.67346,177.39423,114.33389,23.893074,242.74348
Georgia,GEO,1995,550.7969,177.07028,114.47767,23.093418,242.86273
Georgia,GEO,1996,549.7508,176.43579,114.32098,22.293089,242.87114
Georgia,GEO,1997,548.78766,175.65437,114.38028,21.462017,243.18549
Georgia,GEO,1998,547.71014,174.89139,114.271935,20.67543,243.63469
Georgia,GEO,1999,546.8534,174.31888,114.24841,20.137848,243.69533
Georgia,GEO,2000,546.7662,174.09607,114.29401,20.005661,243.95816
Georgia,GEO,2001,546.84064,174.14917,114.29161,20.051304,243.76978
Georgia,GEO,2002,547.59,174.71544,114.190674,20.240236,243.85936
Georgia,GEO,2003,548.0179,175.15865,114.27442,20.63118,243.42975
Georgia,GEO,2004,548.9224,175.79892,114.215645,21.00773,243.34393
Georgia,GEO,2005,549.2169,175.88747,114.18818,21.379408,243.18294
Georgia,GEO,2006,549.3721,175.85634,114.1395,21.806528,242.68848
Georgia,GEO,2007,548.8233,175.93266,114.0012,22.327496,242.38632
Georgia,GEO,2008,548.48944,175.85428,114.04138,22.780495,242.00998
Georgia,GEO,2009,548.30035,175.72311,113.95664,23.306839,241.53731
Georgia,GEO,2010,548.4664,176.01118,113.96465,23.806974,241.57858
Georgia,GEO,2011,549.79895,175.87141,113.92437,24.25904,240.79681
Georgia,GEO,2012,551.6728,176.65239,113.9019,24.786144,240.39955
Georgia,GEO,2013,553.84155,177.01422,113.875824,25.278727,239.99283
Georgia,GEO,2014,555.6112,177.45306,113.79035,25.722984,239.87758
Georgia,GEO,2015,556.6082,177.65051,113.6641,26.116516,239.61702
Georgia,GEO,2016,555.87415,177.88281,113.53215,26.514977,239.61258
Georgia,GEO,2017,555.12463,178.26125,113.6016,26.775135,239.7782
Georgia,GEO,2018,557.0081,178.14105,113.63488,27.066904,239.48116
Georgia,GEO,2019,561.3586,178.26521,113.57591,27.402382,238.67186
Germany,DEU,1990,542.21405,166.79991,161.2618,81.40876,562.5493
Germany,DEU,1991,539.7496,166.51341,161.02254,82.199715,568.90314
Germany,DEU,1992,538.0028,166.44118,160.90102,82.725006,574.5089
Germany,DEU,1993,536.4601,166.43231,160.95085,83.35836,579.01654
Germany,DEU,1994,535.254,166.45583,160.96358,83.74189,582.329
Germany,DEU,1995,534.55945,166.30547,160.99455,84.052414,583.9313
Germany,DEU,1996,534.6099,166.51663,160.7705,84.37381,584.3703
Germany,DEU,1997,536.3952,166.34758,160.88739,84.464355,583.79834
Germany,DEU,1998,538.61194,166.1926,161.03725,84.40591,583.2233
Germany,DEU,1999,541.2515,166.08734,161.04861,84.35498,582.2198
Germany,DEU,2000,544.61237,165.97643,161.07202,84.54758,581.3077
Germany,DEU,2001,553.7287,165.47528,161.03496,84.919014,580.654
Germany,DEU,2002,571.07367,165.29266,161.03265,85.62229,580.0301
Germany,DEU,2003,590.7963,164.75159,161.21909,86.10741,579.51373
Germany,DEU,2004,606.41925,164.46152,161.08037,86.55629,579.8761
Germany,DEU,2005,613.4011,164.23795,161.19904,86.99219,579.47815
Germany,DEU,2006,613.40436,164.31105,161.21849,87.33629,580.61566
Germany,DEU,2007,613.26215,164.27547,161.09299,87.4914,583.3551
Germany,DEU,2008,613.50586,164.51112,161.17055,87.69843,586.86816
Germany,DEU,2009,612.89014,164.26866,161.27284,87.85605,589.4318
Germany,DEU,2010,612.06036,164.33363,161.49025,88.29403,591.6595
Germany,DEU,2011,611.7669,164.52219,161.06729,88.81246,592.3134
Germany,DEU,2012,611.5962,164.6173,161.07637,89.26428,593.5136
Germany,DEU,2013,610.941,164.34393,161.12732,89.77922,595.05145
Germany,DEU,2014,610.70966,164.62576,160.64632,90.1081,595.73926
Germany,DEU,2015,611.2586,164.5746,160.64815,90.64613,595.41907
