statefips,countyfips,avghouseholdsize,geography
16,023,2.59,"Butte County, Idaho"
16,025,2.42,"Camas County, Idaho"
16,027,2.98,"Canyon County, Idaho"
16,029,2.57,"Caribou County, Idaho"
16,031,2.96,"Cassia County, Idaho"
16,033,3.22,"Clark County, Idaho"
16,035,2.05,"Clearwater County, Idaho"
16,037,2.33,"Custer County, Idaho"
16,039,2.6,"Elmore County, Idaho"
16,041,3.03,"Franklin County, Idaho"
16,043,2.75,"Fremont County, Idaho"
16,045,2.63,"Gem County, Idaho"
16,047,2.84,"Gooding County, Idaho"
16,049,2.38,"Idaho County, Idaho"
16,051,3.3,"Jefferson County, Idaho"
16,053,2.95,"Jerome County, Idaho"
16,055,2.54,"Kootenai County, Idaho"
16,057,2.33,"Latah County, Idaho"
16,059,2.03,"Lemhi County, Idaho"
16,061,2.31,"Lewis County, Idaho"
16,063,3.21,"Lincoln County, Idaho"
16,065,3.6,"Madison County, Idaho"
16,067,2.83,"Minidoka County, Idaho"
16,069,2.4,"Nez Perce County, Idaho"
16,071,2.66,"Oneida County, Idaho"
16,073,2.85,"Owyhee County, Idaho"
16,075,2.77,"Payette County, Idaho"
16,077,2.99,"Power County, Idaho"
16,079,2.16,"Shoshone County, Idaho"
16,081,2.85,"Teton County, Idaho"
16,083,2.71,"Twin Falls County, Idaho"
16,085,2.99,"Valley County, Idaho"
16,087,2.59,"Washington County, Idaho"
17,001,2.44,"Adams County, Illinois"
17,003,2.65,"Alexander County, Illinois"
17,005,2.57,"Bond County, Illinois"
17,007,2.95,"Boone County, Illinois"
17,009,2.43,"Brown County, Illinois"
17,011,2.4,"Bureau County, Illinois"
17,013,2.37,"Calhoun County, Illinois"
17,015,2.22,"Carroll County, Illinois"
17,017,2.51,"Cass County, Illinois"
17,019,2.38,"Champaign County, Illinois"
17,021,2.31,"Christian County, Illinois"
17,023,2.4,"Clark County, Illinois"
17,025,2.39,"Clay County, Illinois"
17,027,2.59,"Clinton County, Illinois"
17,029,2.31,"Coles County, Illinois"
17,031,2.65,"Cook County, Illinois"
17,033,2.37,"Crawford County, Illinois"
17,035,2.51,"Cumberland County, Illinois"
17,037,2.65,"DeKalb County, Illinois"
17,039,2.36,"De Witt County, Illinois"
17,041,2.58,"Douglas County, Illinois"
17,043,2.72,"DuPage County, Illinois"
17,045,2.29,"Edgar County, Illinois"
17,047,2.37,"Edwards County, Illinois"
17,049,2.54,"Effingham County, Illinois"
17,051,2.63,"Fayette County, Illinois"
17,053,2.39,"Ford County, Illinois"
17,055,2.41,"Franklin County, Illinois"
17,057,2.37,"Fulton County, Illinois"
17,059,2.23,"Gallatin County, Illinois"
17,061,2.43,"Greene County, Illinois"
17,063,2.7,"Grundy County, Illinois"
17,065,2.36,"Hamilton County, Illinois"
17,067,2.35,"Hancock County, Illinois"
17,069,2.49,"Hardin County, Illinois"
17,071,2.26,"Henderson County, Illinois"
17,073,2.44,"Henry County, Illinois"
17,075,2.42,"Iroquois County, Illinois"
17,077,2.36,"Jackson County, Illinois"
17,079,2.53,"Jasper County, Illinois"
17,081,2.39,"Jefferson County, Illinois"
17,083,2.45,"Jersey County, Illinois"
17,085,2.33,"Jo Daviess County, Illinois"
17,087,2.48,"Johnson County, Illinois"
17,089,3.01,"Kane County, Illinois"
17,091,2.61,"Kankakee County, Illinois"
17,093,3.11,"Kendall County, Illinois"
17,095,2.25,"Knox County, Illinois"
17,097,2.83,"Lake County, Illinois"
17,099,2.48,"LaSalle County, Illinois"
17,101,2.22,"Lawrence County, Illinois"
17,103,2.37,"Lee County, Illinois"
17,105,2.32,"Livingston County, Illinois"
17,107,2.17,"Logan County, Illinois"
17,109,2.29,"McDonough County, Illinois"
17,111,2.79,"McHenry County, Illinois"
17,113,2.53,"McLean County, Illinois"
17,115,2.35,"Macon County, Illinois"
17,117,2.42,"Macoupin County, Illinois"
17,119,2.45,"Madison County, Illinois"
17,121,2.4,"Marion County, Illinois"
17,123,2.38,"Marshall County, Illinois"
17,125,2.27,"Mason County, Illinois"
17,127,2.45,"Massac County, Illinois"
17,129,2.42,"Menard County, Illinois"
17,131,2.4,"Mercer County, Illinois"
17,133,2.62,"Monroe County, Illinois"
17,135,2.17,"Montgomery County, Illinois"
17,137,2.29,"Morgan County, Illinois"
17,139,2.51,"Moultrie County, Illinois"
17,141,2.5,"Ogle County, Illinois"
17,143,2.39,"Peoria County, Illinois"
17,145,2.46,"Perry County, Illinois"
17,147,2.47,"Piatt County, Illinois"
17,149,2.34,"Pike County, Illinois"
17,151,2.52,"Pope County, Illinois"
17,153,2.5,"Pulaski County, Illinois"
17,155,2.37,"Putnam County, Illinois"
17,157,2.49,"Randolph County, Illinois"
17,159,2.43,"Richland County, Illinois"
17,161,2.36,"Rock Island County, Illinois"
17,163,2.57,"St. Clair County, Illinois"
17,165,2.43,"Saline County, Illinois"
17,167,2.35,"Sangamon County, Illinois"
17,169,2.2,"Schuyler County, Illinois"
17,171,2.42,"Scott County, Illinois"
17,173,2.42,"Shelby County, Illinois"
17,175,2.41,"Stark County, Illinois"
17,177,2.37,"Stephenson County, Illinois"
17,179,2.45,"Tazewell County, Illinois"
17,181,2.53,"Union County, Illinois"
17,183,2.47,"Vermilion County, Illinois"
17,185,2.37,"Wabash County, Illinois"
17,187,2.42,"Warren County, Illinois"
17,189,2.46,"Washington County, Illinois"
17,191,2.34,"Wayne County, Illinois"
17,193,2.28,"White County, Illinois"
17,195,2.4,"Whiteside County, Illinois"
17,197,3.02,"Will County, Illinois"
17,199,2.43,"Williamson County, Illinois"
17,201,2.51,"Winnebago County, Illinois"
17,203,2.65,"Woodford County, Illinois"
18,001,2.8,"Adams County, Indiana"
18,003,2.55,"Allen County, Indiana"
18,005,2.57,"Bartholomew County, Indiana"
18,007,2.52,"Benton County, Indiana"
18,009,2.35,"Blackford County, Indiana"
18,011,2.61,"Boone County, Indiana"
18,013,2.44,"Brown County, Indiana"
18,015,2.55,"Carroll County, Indiana"
18,017,2.57,"Cass County, Indiana"
18,019,2.59,"Clark County, Indiana"
18,021,2.54,"Clay County, Indiana"
18,023,2.76,"Clinton County, Indiana"
18,025,2.56,"Crawford County, Indiana"
18,027,2.78,"Daviess County, Indiana"
18,029,2.63,"Dearborn County, Indiana"
18,031,2.57,"Decatur County, Indiana"
18,033,2.58,"DeKalb County, Indiana"
18,035,2.4,"Delaware County, Indiana"
18,037,2.55,"Dubois County, Indiana"
18,039,2.8,"Elkhart County, Indiana"
18,041,2.5,"Fayette County, Indiana"
18,043,2.57,"Floyd County, Indiana"
18,045,2.4,"Fountain County, Indiana"
18,047,2.57,"Franklin County, Indiana"
18,049,2.55,"Fulton County, Indiana"
18,051,2.51,"Gibson County, Indiana"
18,053,2.39,"Grant County, Indiana"
18,055,2.54,"Greene County, Indiana"
18,057,2.73,"Hamilton County, Indiana"
18,059,2.68,"Hancock County, Indiana"
18,061,2.67,"Harrison County, Indiana"
18,063,2.76,"Hendricks County, Indiana"
18,065,2.54,"Henry County, Indiana"
18,067,2.37,"Howard County, Indiana"
18,069,2.44,"Huntington County, Indiana"
18,071,2.57,"Jackson County, Indiana"
18,073,2.71,"Jasper County, Indiana"
18,075,2.58,"Jay County, Indiana"
18,077,2.37,"Jefferson County, Indiana"
18,079,2.62,"Jennings County, Indiana"
18,081,2.69,"Johnson County, Indiana"
18,083,2.4,"Knox County, Indiana"
18,085,2.58,"Kosciusko County, Indiana"
18,087,3.22,"LaGrange County, Indiana"
18,089,2.65,"Lake County, Indiana"
18,091,2.38,"LaPorte County, Indiana"
18,093,2.44,"Lawrence County, Indiana"
18,095,2.41,"Madison County, Indiana"
18,097,2.5,"Marion County, Indiana"
18,099,2.67,"Marshall County, Indiana"
18,101,2.42,"Martin County, Indiana"
18,103,2.6,"Miami County, Indiana"
18,105,2.36,"Monroe County, Indiana"
18,107,2.52,"Montgomery County, Indiana"
18,109,2.68,"Morgan County, Indiana"
18,111,2.56,"Newton County, Indiana"
18,113,2.58,"Noble County, Indiana"
18,115,2.5,"Ohio County, Indiana"
18,117,2.54,"Orange County, Indiana"
18,119,2.46,"Owen County, Indiana"
18,121,2.58,"Parke County, Indiana"
18,123,2.42,"Perry County, Indiana"
18,125,2.49,"Pike County, Indiana"
18,127,2.62,"Porter County, Indiana"
18,129,2.51,"Posey County, Indiana"
18,131,2.48,"Pulaski County, Indiana"
18,133,2.52,"Putnam County, Indiana"
18,135,2.39,"Randolph County, Indiana"
18,137,2.58,"Ripley County, Indiana"
18,139,2.42,"Rush County, Indiana"
18,141,2.5,"St. Joseph County, Indiana"
18,143,2.61,"Scott County, Indiana"
18,145,2.54,"Shelby County, Indiana"
18,147,2.58,"Spencer County, Indiana"
18,149,2.62,"Starke County, Indiana"
18,151,2.44,"Steuben County, Indiana"
18,153,2.47,"Sullivan County, Indiana"
18,155,2.55,"Switzerland County, Indiana"
18,157,2.46,"Tippecanoe County, Indiana"
18,159,2.4,"Tipton County, Indiana"
18,161,2.44,"Union County, Indiana"
18,163,2.35,"Vanderburgh County, Indiana"
18,165,2.39,"Vermillion County, Indiana"
18,167,2.45,"Vigo County, Indiana"
18,169,2.36,"Wabash County, Indiana"
18,171,2.5,"Warren County, Indiana"
18,173,2.63,"Warrick County, Indiana"
18,175,2.62,"Washington County, Indiana"
18,177,2.4,"Wayne County, Indiana"
18,179,2.52,"Wells County, Indiana"
18,181,2.53,"White County, Indiana"
18,183,2.5,"Whitley County, Indiana"
20,001,2.39,"Allen County, Kansas"
20,003,2.37,"Anderson County, Kansas"
20,005,2.53,"Atchison County, Kansas"
20,007,2.38,"Barber County, Kansas"
20,009,2.38,"Barton County, Kansas"
20,011,2.54,"Bourbon County, Kansas"
20,013,2.38,"Brown County, Kansas"
20,015,2.63,"Butler County, Kansas"
20,017,2.34,"Chase County, Kansas"
20,019,2.21,"Chautauqua County, Kansas"
20,021,2.59,"Cherokee County, Kansas"
20,023,2.09,"Cheyenne County, Kansas"
20,025,2.25,"Clark County, Kansas"
20,027,2.45,"Clay County, Kansas"
20,029,2.24,"Cloud County, Kansas"
20,031,2.33,"Coffey County, Kansas"
20,033,2.48,"Comanche County, Kansas"
20,035,2.48,"Cowley County, Kansas"
20,037,2.49,"Crawford County, Kansas"
20,039,1.91,"Decatur County, Kansas"
20,041,2.45,"Dickinson County, Kansas"
20,043,2.32,"Doniphan County, Kansas"
20,045,2.43,"Douglas County, Kansas"
20,047,2.27,"Edwards County, Kansas"
20,049,2.1,"Elk County, Kansas"
20,051,2.35,"Ellis County, Kansas"
20,053,2.08,"Ellsworth County, Kansas"
20,055,2.9,"Finney County, Kansas"
20,057,3.04,"Ford County, Kansas"
20,059,2.56,"Franklin County, Kansas"
20,061,2.83,"Geary County, Kansas"
20,063,2.25,"Gove County, Kansas"
20,065,2.12,"Graham County, Kansas"
20,067,2.86,"Grant County, Kansas"
20,069,2.78,"Gray County, Kansas"
20,071,2.46,"Greeley County, Kansas"
20,073,2.23,"Greenwood County, Kansas"
20,075,2.59,"Hamilton County, Kansas"
20,077,2.34,"Harper County, Kansas"
20,079,2.47,"Harvey County, Kansas"
20,081,2.93,"Haskell County, Kansas"
20,083,2.36,"Hodgeman County, Kansas"
20,085,2.51,"Jackson County, Kansas"
20,087,2.47,"Jefferson County, Kansas"
20,089,2.1,"Jewell County, Kansas"
20,091,2.56,"Johnson County, Kansas"
20,093,2.81,"Kearny County, Kansas"
20,095,2.54,"Kingman County, Kansas"
20,097,2.21,"Kiowa County, Kansas"
20,099,2.44,"Labette County, Kansas"
20,101,2.07,"Lane County, Kansas"
20,103,2.7,"Leavenworth County, Kansas"
20,105,2.31,"Lincoln County, Kansas"
20,107,2.26,"Linn County, Kansas"
20,109,2.21,"Logan County, Kansas"
20,111,2.43,"Lyon County, Kansas"
20,113,2.37,"McPherson County, Kansas"
20,115,2.4,"Marion County, Kansas"
20,117,2.27,"Marshall County, Kansas"
20,119,2.51,"Meade County, Kansas"
20,121,2.55,"Miami County, Kansas"
20,123,2.25,"Mitchell County, Kansas"
20,125,2.47,"Montgomery County, Kansas"
20,127,2.36,"Morris County, Kansas"
20,129,2.53,"Morton County, Kansas"
20,131,2.32,"Nemaha County, Kansas"
20,133,2.47,"Neosho County, Kansas"
20,135,2.18,"Ness County, Kansas"
20,137,2.24,"Norton County, Kansas"
20,139,2.44,"Osage County, Kansas"
20,141,2.08,"Osborne County, Kansas"
20,143,2.39,"Ottawa County, Kansas"
20,145,2.32,"Pawnee County, Kansas"
20,147,2.29,"Phillips County, Kansas"
20,149,2.72,"Pottawatomie County, Kansas"
20,151,2.39,"Pratt County, Kansas"
20,153,2.07,"Rawlins County, Kansas"
20,155,2.44,"Reno County, Kansas"
20,157,2.07,"Republic County, Kansas"
20,159,2.42,"Rice County, Kansas"
20,161,2.49,"Riley County, Kansas"
20,163,2.28,"Rooks County, Kansas"
20,165,2.1,"Rush County, Kansas"
20,167,2.12,"Russell County, Kansas"
20,169,2.42,"Saline County, Kansas"
20,171,2.21,"Scott County, Kansas"
20,173,2.59,"Sedgwick County, Kansas"
20,175,3.05,"Seward County, Kansas"
20,177,2.44,"Shawnee County, Kansas"
20,179,2.21,"Sheridan County, Kansas"
20,181,2.14,"Sherman County, Kansas"
20,183,2.21,"Smith County, Kansas"
20,185,2.35,"Stafford County, Kansas"
20,187,2.58,"Stanton County, Kansas"
20,189,2.84,"Stevens County, Kansas"
20,191,2.55,"Sumner County, Kansas"
20,193,2.39,"Thomas County, Kansas"
20,195,2.21,"Trego County, Kansas"
20,197,2.59,"Wabaunsee County, Kansas"
20,199,2.52,"Wallace County, Kansas"
20,201,2.27,"Washington County, Kansas"
20,203,2.79,"Wichita County, Kansas"
20,205,2.37,"Wilson County, Kansas"
20,207,2.08,"Woodson County, Kansas"
20,209,2.71,"Wyandotte County, Kansas"
21,001,2.5,"Adair County, Kentucky"
21,003,2.59,"Allen County, Kentucky"
21,005,2.56,"Anderson County, Kentucky"
21,007,2.48,"Ballard County, Kentucky"
21,009,2.48,"Barren County, Kentucky"
21,011,2.76,"Bath County, Kentucky"
21,013,2.44,"Bell County, Kentucky"
21,015,2.77,"Boone County, Kentucky"
21,017,2.51,"Bourbon County, Kentucky"
21,019,2.41,"Boyd County, Kentucky"
21,021,2.42,"Boyle County, Kentucky"
21,023,2.54,"Bracken County, Kentucky"
21,025,2.41,"Breathitt County, Kentucky"
21,027,2.71,"Breckinridge County, Kentucky"
21,029,2.71,"Bullitt County, Kentucky"
21,031,2.44,"Butler County, Kentucky"
21,033,2.39,"Caldwell County, Kentucky"
21,035,2.35,"Calloway County, Kentucky"
21,037,2.49,"Campbell County, Kentucky"
21,039,2.39,"Carlisle County, Kentucky"
21,041,2.63,"Carroll County, Kentucky"
21,043,2.54,"Carter County, Kentucky"
21,045,2.44,"Casey County, Kentucky"
21,047,2.67,"Christian County, Kentucky"
21,049,2.49,"Clark County, Kentucky"
21,051,2.53,"Clay County, Kentucky"
21,053,2.6,"Clinton County, Kentucky"
21,055,2.4,"Crittenden County, Kentucky"
21,057,2.45,"Cumberland County, Kentucky"
21,059,2.48,"Daviess County, Kentucky"
21,061,2.51,"Edmonson County, Kentucky"
21,063,2.44,"Elliott County, Kentucky"
21,065,2.49,"Estill County, Kentucky"
21,067,2.35,"Fayette County, Kentucky"
21,069,2.57,"Fleming County, Kentucky"
21,071,2.45,"Floyd County, Kentucky"
21,073,2.28,"Franklin County, Kentucky"
21,075,2.33,"Fulton County, Kentucky"
21,077,2.73,"Gallatin County, Kentucky"
21,079,2.55,"Garrard County, Kentucky"
21,081,2.91,"Grant County, Kentucky"
21,083,2.56,"Graves County, Kentucky"
21,085,2.6,"Grayson County, Kentucky"
21,087,2.46,"Green County, Kentucky"
21,089,2.54,"Greenup County, Kentucky"
21,091,2.62,"Hancock County, Kentucky"
21,093,2.58,"Hardin County, Kentucky"
21,095,2.43,"Harlan County, Kentucky"
21,097,2.57,"Harrison County, Kentucky"
21,099,2.49,"Hart County, Kentucky"
21,101,2.41,"Henderson County, Kentucky"
21,103,2.57,"Henry County, Kentucky"
21,105,2.29,"Hickman County, Kentucky"
21,107,2.45,"Hopkins County, Kentucky"
21,109,2.39,"Jackson County, Kentucky"
21,111,2.41,"Jefferson County, Kentucky"
21,113,2.65,"Jessamine County, Kentucky"
21,115,2.53,"Johnson County, Kentucky"
21,117,2.58,"Kenton County, Kentucky"
21,119,2.57,"Knott County, Kentucky"
21,121,2.5,"Knox County, Kentucky"
21,123,2.6,"Larue County, Kentucky"
21,125,2.54,"Laurel County, Kentucky"
21,127,2.6,"Lawrence County, Kentucky"
21,129,2.2,"Lee County, Kentucky"
21,131,2.59,"Leslie County, Kentucky"
21,133,2.44,"Letcher County, Kentucky"
21,135,2.54,"Lewis County, Kentucky"
21,137,2.48,"Lincoln County, Kentucky"
21,139,2.44,"Livingston County, Kentucky"
21,141,2.44,"Logan County, Kentucky"
21,143,2.19,"Lyon County, Kentucky"
21,145,2.33,"McCracken County, Kentucky"
21,147,2.56,"McCreary County, Kentucky"
21,149,2.5,"McLean County, Kentucky"
21,151,2.49,"Madison County, Kentucky"
21,153,2.57,"Magoffin County, Kentucky"
21,155,2.51,"Marion County, Kentucky"
21,157,2.43,"Marshall County, Kentucky"
21,159,2.57,"Martin County, Kentucky"
21,161,2.52,"Mason County, Kentucky"
21,163,2.73,"Meade County, Kentucky"
21,165,2.56,"Menifee County, Kentucky"
21,167,2.4,"Mercer County, Kentucky"
21,169,2.51,"Metcalfe County, Kentucky"
21,171,2.39,"Monroe County, Kentucky"
21,173,2.61,"Montgomery County, Kentucky"
21,175,2.45,"Morgan County, Kentucky"
21,177,2.6,"Muhlenberg County, Kentucky"
21,179,2.62,"Nelson County, Kentucky"
21,181,2.47,"Nicholas County, Kentucky"
21,183,2.7,"Ohio County, Kentucky"
21,185,2.98,"Oldham County, Kentucky"
21,187,2.59,"Owen County, Kentucky"
21,189,2.56,"Owsley County, Kentucky"
21,191,2.67,"Pendleton County, Kentucky"
21,193,2.47,"Perry County, Kentucky"
21,195,2.38,"Pike County, Kentucky"
21,197,2.56,"Powell County, Kentucky"
21,199,2.45,"Pulaski County, Kentucky"
21,201,2.31,"Robertson County, Kentucky"
21,203,2.51,"Rockcastle County, Kentucky"
21,205,2.44,"Rowan County, Kentucky"
21,207,2.48,"Russell County, Kentucky"
21,209,2.65,"Scott County, Kentucky"
21,211,2.67,"Shelby County, Kentucky"
21,213,2.56,"Simpson County, Kentucky"
21,215,2.72,"Spencer County, Kentucky"
21,217,2.46,"Taylor County, Kentucky"
21,219,2.7,"Todd County, Kentucky"
21,221,2.35,"Trigg County, Kentucky"
21,223,2.46,"Trimble County, Kentucky"
21,225,2.43,"Union County, Kentucky"
21,227,2.48,"Warren County, Kentucky"
21,229,2.56,"Washington County, Kentucky"
21,231,2.57,"Wayne County, Kentucky"
21,233,2.54,"Webster County, Kentucky"
21,235,2.6,"Whitley County, Kentucky"
21,237,2.45,"Wolfe County, Kentucky"
21,239,2.55,"Woodford County, Kentucky"
22,001,2.7,"Acadia Parish, Louisiana"
22,003,2.66,"Allen Parish, Louisiana"
22,005,2.84,"Ascension Parish, Louisiana"
22,007,2.64,"Assumption Parish, Louisiana"
22,009,2.52,"Avoyelles Parish, Louisiana"
22,011,2.69,"Beauregard Parish, Louisiana"
22,013,2.35,"Bienville Parish, Louisiana"
22,015,2.57,"Bossier Parish, Louisiana"
22,017,2.55,"Caddo Parish, Louisiana"
22,019,2.55,"Calcasieu Parish, Louisiana"
22,021,2.48,"Caldwell Parish, Louisiana"
22,023,2.57,"Cameron Parish, Louisiana"
22,025,2.48,"Catahoula Parish, Louisiana"
22,027,2.51,"Claiborne Parish, Louisiana"
22,029,2.33,"Concordia Parish, Louisiana"
22,031,2.61,"De Soto Parish, Louisiana"
22,033,2.57,"East Baton Rouge Parish, Louisiana"
22,035,2.26,"East Carroll Parish, Louisiana"
22,037,2.43,"East Feliciana Parish, Louisiana"
22,039,2.65,"Evangeline Parish, Louisiana"
22,041,2.54,"Franklin Parish, Louisiana"
22,043,2.63,"Grant Parish, Louisiana"
22,045,2.77,"Iberia Parish, Louisiana"
22,047,2.61,"Iberville Parish, Louisiana"
22,049,2.49,"Jackson Parish, Louisiana"
22,051,2.57,"Jefferson Parish, Louisiana"
22,053,2.65,"Jefferson Davis Parish, Louisiana"
22,055,2.55,"Lafayette Parish, Louisiana"
22,057,2.68,"Lafourche Parish, Louisiana"
22,059,2.46,"LaSalle Parish, Louisiana"
22,061,2.56,"Lincoln Parish, Louisiana"
22,063,2.79,"Livingston Parish, Louisiana"
22,065,2.55,"Madison Parish, Louisiana"
22,067,2.5,"Morehouse Parish, Louisiana"
22,069,2.66,"Natchitoches Parish, Louisiana"
22,071,2.38,"Orleans Parish, Louisiana"
22,073,2.55,"Ouachita Parish, Louisiana"
22,075,2.7,"Plaquemines Parish, Louisiana"
22,077,2.56,"Pointe Coupee Parish, Louisiana"
22,079,2.68,"Rapides Parish, Louisiana"
22,081,2.54,"Red River Parish, Louisiana"
22,083,2.59,"Richland Parish, Louisiana"
22,085,2.6,"Sabine Parish, Louisiana"
22,087,2.92,"St. Bernard Parish, Louisiana"
22,089,2.83,"St. Charles Parish, Louisiana"
22,091,2.59,"St. Helena Parish, Louisiana"
22,093,2.69,"St. James Parish, Louisiana"
22,095,2.83,"St. John the Baptist Parish, Louisiana"
22,097,2.68,"St. Landry Parish, Louisiana"
22,099,2.77,"St. Martin Parish, Louisiana"
22,101,2.58,"St. Mary Parish, Louisiana"
22,103,2.7,"St. Tammany Parish, Louisiana"
22,105,2.68,"Tangipahoa Parish, Louisiana"
22,107,2.48,"Tensas Parish, Louisiana"
22,109,2.78,"Terrebonne Parish, Louisiana"
22,111,2.6,"Union Parish, Louisiana"
22,113,2.69,"Vermilion Parish, Louisiana"
22,115,2.82,"Vernon Parish, Louisiana"
22,117,2.54,"Washington Parish, Louisiana"
22,119,2.51,"Webster Parish, Louisiana"
22,121,2.61,"West Baton Rouge Parish, Louisiana"
22,123,2.48,"West Carroll Parish, Louisiana"
22,125,3.04,"West Feliciana Parish, Louisiana"
22,127,2.36,"Winn Parish, Louisiana"
25,001,2.24,"Barnstable County, Massachusetts"
25,003,2.22,"Berkshire County, Massachusetts"
25,005,2.53,"Bristol County, Massachusetts"
25,007,2.79,"Dukes County, Massachusetts"
25,009,2.59,"Essex County, Massachusetts"
25,011,2.3,"Franklin County, Massachusetts"
25,013,2.57,"Hampden County, Massachusetts"
25,015,2.36,"Hampshire County, Massachusetts"
25,017,2.56,"Middlesex County, Massachusetts"
25,019,2.62,"Nantucket County, Massachusetts"
25,021,2.58,"Norfolk County, Massachusetts"
25,023,2.71,"Plymouth County, Massachusetts"
25,025,2.39,"Suffolk County, Massachusetts"
25,027,2.6,"Worcester County, Massachusetts"
24,001,2.33,"Allegany County, Maryland"
24,003,2.66,"Anne Arundel County, Maryland"
24,005,2.56,"Baltimore County, Maryland"
24,009,2.87,"Calvert County, Maryland"
24,011,2.7,"Caroline County, Maryland"
24,013,2.73,"Carroll County, Maryland"
24,015,2.73,"Cecil County, Maryland"
24,017,2.84,"Charles County, Maryland"
24,019,2.41,"Dorchester County, Maryland"
24,021,2.68,"Frederick County, Maryland"
24,023,2.47,"Garrett County, Maryland"
24,025,2.69,"Harford County, Maryland"
24,027,2.78,"Howard County, Maryland"
24,029,2.39,"Kent County, Maryland"
24,031,2.76,"Montgomery County, Maryland"
24,033,2.86,"Prince George's County, Maryland"
24,035,2.75,"Queen Anne's County, Maryland"
24,037,2.79,"St. Mary's County, Maryland"
24,039,2.26,"Somerset County, Maryland"
24,041,2.3,"Talbot County, Maryland"
24,043,2.5,"Washington County, Maryland"
24,045,2.62,"Wicomico County, Maryland"
24,047,2.45,"Worcester County, Maryland"
24,510,2.47,"Baltimore city, Maryland"
23,001,2.34,"Androscoggin County, Maine"
23,003,2.24,"Aroostook County, Maine"
23,005,2.37,"Cumberland County, Maine"
23,007,2.48,"Franklin County, Maine"
23,009,2.18,"Hancock County, Maine"
23,011,2.28,"Kennebec County, Maine"
23,013,2.27,"Knox County, Maine"
23,015,2.25,"Lincoln County, Maine"
23,017,2.6,"Oxford County, Maine"
23,019,2.36,"Penobscot County, Maine"
23,021,2.24,"Piscataquis County, Maine"
23,023,2.26,"Sagadahoc County, Maine"
23,025,2.34,"Somerset County, Maine"
23,027,2.26,"Waldo County, Maine"
23,029,2.18,"Washington County, Maine"
23,031,2.4,"York County, Maine"
26,001,2.08,"Alcona County, Michigan"
26,003,2.43,"Alger County, Michigan"
26,005,2.67,"Allegan County, Michigan"
26,007,2.24,"Alpena County, Michigan"
26,009,2.38,"Antrim County, Michigan"
26,011,2.36,"Arenac County, Michigan"
26,013,2.14,"Baraga County, Michigan"
26,015,2.56,"Barry County, Michigan"
26,017,2.42,"Bay County, Michigan"
26,019,2.37,"Benzie County, Michigan"
26,021,2.46,"Berrien County, Michigan"
26,023,2.58,"Branch County, Michigan"
26,025,2.48,"Calhoun County, Michigan"
26,027,2.56,"Cass County, Michigan"
26,029,2.39,"Charlevoix County, Michigan"
26,031,2.26,"Cheboygan County, Michigan"
26,033,2.46,"Chippewa County, Michigan"
26,035,2.28,"Clare County, Michigan"
26,037,2.64,"Clinton County, Michigan"
26,039,2.3,"Crawford County, Michigan"
26,041,2.3,"Delta County, Michigan"
26,043,2.31,"Dickinson County, Michigan"
26,045,2.45,"Eaton County, Michigan"
26,047,2.33,"Emmet County, Michigan"
26,049,2.48,"Genesee County, Michigan"
26,051,2.3,"Gladwin County, Michigan"
26,053,2.1,"Gogebic County, Michigan"
26,055,2.46,"Grand Traverse County, Michigan"
26,057,2.45,"Gratiot County, Michigan"
26,059,2.5,"Hillsdale County, Michigan"
26,061,2.51,"Houghton County, Michigan"
26,063,2.3,"Huron County, Michigan"
26,065,2.4,"Ingham County, Michigan"
26,067,2.72,"Ionia County, Michigan"
26,069,2.2,"Iosco County, Michigan"
26,071,2.07,"Iron County, Michigan"
26,073,2.61,"Isabella County, Michigan"
26,075,2.48,"Jackson County, Michigan"
26,077,2.47,"Kalamazoo County, Michigan"
26,079,2.38,"Kalkaska County, Michigan"
26,081,2.63,"Kent County, Michigan"
26,083,2.1,"Keweenaw County, Michigan"
26,085,2.53,"Lake County, Michigan"
26,087,2.64,"Lapeer County, Michigan"
26,089,2.31,"Leelanau County, Michigan"
26,091,2.46,"Lenawee County, Michigan"
26,093,2.66,"Livingston County, Michigan"
26,095,2.27,"Luce County, Michigan"
26,097,2.07,"Mackinac County, Michigan"
26,099,2.52,"Macomb County, Michigan"
26,101,2.28,"Manistee County, Michigan"
26,103,2.38,"Marquette County, Michigan"
26,105,2.3,"Mason County, Michigan"
26,107,2.61,"Mecosta County, Michigan"
26,109,2.19,"Menominee County, Michigan"
26,111,2.45,"Midland County, Michigan"
26,113,2.52,"Missaukee County, Michigan"
26,115,2.55,"Monroe County, Michigan"
26,117,2.59,"Montcalm County, Michigan"
26,119,2.27,"Montmorency County, Michigan"
26,121,2.56,"Muskegon County, Michigan"
26,123,2.58,"Newaygo County, Michigan"
26,125,2.47,"Oakland County, Michigan"
26,127,2.6,"Oceana County, Michigan"
26,129,2.22,"Ogemaw County, Michigan"
26,131,2.01,"Ontonagon County, Michigan"
26,133,2.6,"Osceola County, Michigan"
26,135,2.27,"Oscoda County, Michigan"
26,137,2.38,"Otsego County, Michigan"
26,139,2.74,"Ottawa County, Michigan"
26,141,2.13,"Presque Isle County, Michigan"
26,143,2.06,"Roscommon County, Michigan"
26,145,2.44,"Saginaw County, Michigan"
26,147,2.47,"St. Clair County, Michigan"
26,149,2.59,"St. Joseph County, Michigan"
26,151,2.55,"Sanilac County, Michigan"
26,153,2.38,"Schoolcraft County, Michigan"
